project,file,loc,nclones,nsequences,maxseqlen
koreader_t1,testdir/koreader/frontend\ui\uimanager.lua,1776,1637,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\bookstatuswidget.lua,648,140,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\button.lua,427,92,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\buttondialog.lua,95,3,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\buttondialogtitle.lua,121,3,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\buttonprogresswidget.lua,283,140,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\buttontable.lua,136,11,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\checkbutton.lua,181,15,6,4
koreader_t1,testdir/koreader/frontend\ui\widget\checkmark.lua,86,19,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\closebutton.lua,86,1,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\configdialog.lua,1462,13084,10,4
koreader_t1,testdir/koreader/frontend\ui\widget\confirmbox.lua,225,16,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\container\alphacontainer.lua,59,1,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\container\bottomcontainer.lua,33,4,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\container\centercontainer.lua,27,0,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\container\inputcontainer.lua,305,46,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\container\leftcontainer.lua,26,0,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\container\movablecontainer.lua,344,120,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\container\rightcontainer.lua,29,0,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\container\topcontainer.lua,9,0,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\container\underlinecontainer.lua,47,3,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\container\widgetcontainer.lua,130,28,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\datewidget.lua,240,44,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\dictquicklookup.lua,1291,334,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\doublespinwidget.lua,328,61,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\eventlistener.lua,36,1,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\filechooser.lua,593,190,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\fixedtextwidget.lua,25,3,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\focusmanager.lua,165,454,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\footnotewidget.lua,421,34,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\frontlightwidget.lua,667,594,3,4
koreader_t1,testdir/koreader/frontend\ui\widget\horizontalgroup.lua,83,41,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\horizontalspan.lua,14,0,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\iconbutton.lua,161,32,20,6
koreader_t1,testdir/koreader/frontend\ui\widget\iconwidget.lua,72,4,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\infomessage.lua,291,16,0,0
koreader_t1,testdir/koreader/frontend\ui\widget\keyboardlayoutdialog.lua,163,7,0,0
